Name,Gender,Ethnicity,Name-Gender,Year,Number,Proportion,Proportion-Ethnicity
Hannah,Female,ASIAN AND PACI,Hannah-F,2019,41,0.001528709917971663,0.2546583850931677
Harper,Female,ASIAN AND PACI,Harper-F,2019,17,0.000633855331841909,0.25757575757575757
Hazel,Female,ASIAN AND PACI,Hazel-F,2019,10,0.0003728560775540641,0.2222222222222222
Helen,Female,ASIAN AND PACI,Helen-F,2019,10,0.0003728560775540641,1.0
Hoorain,Female,ASIAN AND PACI,Hoorain-F,2019,10,0.0003728560775540641,1.0
Inaaya,Female,ASIAN AND PACI,Inaaya-F,2019,24,0.0008948545861297539,1.0
Inaya,Female,ASIAN AND PACI,Inaya-F,2019,20,0.0007457121551081282,1.0
Irene,Female,ASIAN AND PACI,Irene-F,2019,17,0.000633855331841909,1.0
Iris,Female,ASIAN AND PACI,Iris-F,2019,12,0.00044742729306487697,0.375
Isabella,Female,ASIAN AND PACI,Isabella-F,2019,43,0.0016032811334824757,0.10804020100502512
Isla,Female,ASIAN AND PACI,Isla-F,2019,12,0.00044742729306487697,0.18461538461538463
Ivy,Female,ASIAN AND PACI,Ivy-F,2019,13,0.0004847129008202834,0.4642857142857143
Janice,Female,ASIAN AND PACI,Janice-F,2019,10,0.0003728560775540641,1.0
Jannat,Female,ASIAN AND PACI,Jannat-F,2019,10,0.0003728560775540641,1.0
Jannatul,Female,ASIAN AND PACI,Jannatul-F,2019,17,0.000633855331841909,1.0
Jasmine,Female,ASIAN AND PACI,Jasmine-F,2019,24,0.0008948545861297539,0.3380281690140845
Jessica,Female,ASIAN AND PACI,Jessica-F,2019,16,0.0005965697240865026,0.3902439024390244
Joanna,Female,ASIAN AND PACI,Joanna-F,2019,23,0.0008575689783743475,1.0
Jocelyn,Female,ASIAN AND PACI,Jocelyn-F,2019,16,0.0005965697240865026,1.0
Josephine,Female,ASIAN AND PACI,Josephine-F,2019,10,0.0003728560775540641,0.15625
Joy,Female,ASIAN AND PACI,Joy-F,2019,12,0.00044742729306487697,1.0
Julia,Female,ASIAN AND PACI,Julia-F,2019,14,0.0005219985085756898,0.15217391304347827
Karen,Female,ASIAN AND PACI,Karen-F,2019,12,0.00044742729306487697,0.5
Katherine,Female,ASIAN AND PACI,Katherine-F,2019,18,0.0006711409395973154,0.34615384615384615
Kayla,Female,ASIAN AND PACI,Kayla-F,2019,33,0.0012304250559284117,0.28695652173913044
Kaylee,Female,ASIAN AND PACI,Kaylee-F,2019,13,0.0004847129008202834,0.16666666666666666
Kelly,Female,ASIAN AND PACI,Kelly-F,2019,11,0.00041014168530947056,1.0
Khadija,Female,ASIAN AND PACI,Khadija-F,2019,15,0.0005592841163310962,0.6
Kiara,Female,ASIAN AND PACI,Kiara-F,2019,12,0.00044742729306487697,0.3
Kira,Female,ASIAN AND PACI,Kira-F,2019,11,0.00041014168530947056,0.5238095238095238
Kylie,Female,ASIAN AND PACI,Kylie-F,2019,17,0.000633855331841909,0.2125
Layla,Female,ASIAN AND PACI,Layla-F,2019,17,0.000633855331841909,0.11888111888111888
Leah,Female,ASIAN AND PACI,Leah-F,2019,22,0.0008202833706189411,0.061971830985915494
Lena,Female,ASIAN AND PACI,Lena-F,2019,10,0.0003728560775540641,0.3448275862068966
Lily,Female,ASIAN AND PACI,Lily-F,2019,12,0.00044742729306487697,0.09917355371900827
Luna,Female,ASIAN AND PACI,Luna-F,2019,22,0.0008202833706189411,0.09482758620689655
Lydia,Female,ASIAN AND PACI,Lydia-F,2019,10,0.0003728560775540641,0.5
Madeleine,Female,ASIAN AND PACI,Madeleine-F,2019,10,0.0003728560775540641,0.2777777777777778
Madeline,Female,ASIAN AND PACI,Madeline-F,2019,16,0.0005965697240865026,0.32
Madison,Female,ASIAN AND PACI,Madison-F,2019,15,0.0005592841163310962,0.08064516129032258
Manha,Female,ASIAN AND PACI,Manha-F,2019,19,0.0007084265473527218,1.0
Mariam,Female,ASIAN AND PACI,Mariam-F,2019,12,0.00044742729306487697,0.1875
Maryam,Female,ASIAN AND PACI,Maryam-F,2019,33,0.0012304250559284117,0.5076923076923077
Maya,Female,ASIAN AND PACI,Maya-F,2019,26,0.0009694258016405667,0.14689265536723164
Melody,Female,ASIAN AND PACI,Melody-F,2019,15,0.0005592841163310962,0.2
Mia,Female,ASIAN AND PACI,Mia-F,2019,88,0.0032811334824757645,0.20229885057471264
Michelle,Female,ASIAN AND PACI,Michelle-F,2019,13,0.0004847129008202834,0.18840579710144928
Mila,Female,ASIAN AND PACI,Mila-F,2019,21,0.0007829977628635347,0.12650602409638553
Miya,Female,ASIAN AND PACI,Miya-F,2019,11,0.00041014168530947056,1.0
Muntaha,Female,ASIAN AND PACI,Muntaha-F,2019,10,0.0003728560775540641,1.0
Nabiha,Female,ASIAN AND PACI,Nabiha-F,2019,10,0.0003728560775540641,1.0
Naomi,Female,ASIAN AND PACI,Naomi-F,2019,13,0.0004847129008202834,0.1262135922330097
Natalie,Female,ASIAN AND PACI,Natalie-F,2019,17,0.000633855331841909,0.1827956989247312
Nicole,Female,ASIAN AND PACI,Nicole-F,2019,10,0.0003728560775540641,0.17857142857142858
Nina,Female,ASIAN AND PACI,Nina-F,2019,18,0.0006711409395973154,0.29508196721311475
Nora,Female,ASIAN AND PACI,Nora-F,2019,14,0.0005219985085756898,0.18181818181818182
Norah,Female,ASIAN AND PACI,Norah-F,2019,11,0.00041014168530947056,1.0
Olivia,Female,ASIAN AND PACI,Olivia-F,2019,109,0.004064131245339299,0.24222222222222223
Ophelia,Female,ASIAN AND PACI,Ophelia-F,2019,12,0.00044742729306487697,1.0
Penelope,Female,ASIAN AND PACI,Penelope-F,2019,19,0.0007084265473527218,0.10497237569060773
Phoebe,Female,ASIAN AND PACI,Phoebe-F,2019,17,0.000633855331841909,0.5
Rachel,Female,ASIAN AND PACI,Rachel-F,2019,15,0.0005592841163310962,0.07425742574257425
Rhea,Female,ASIAN AND PACI,Rhea-F,2019,11,0.00041014168530947056,1.0
Riley,Female,ASIAN AND PACI,Riley-F,2019,24,0.0008948545861297539,0.14634146341463414
Ruby,Female,ASIAN AND PACI,Ruby-F,2019,11,0.00041014168530947056,0.12941176470588237
Sara,Female,ASIAN AND PACI,Sara-F,2019,16,0.0005965697240865026,0.09523809523809523
Sarah,Female,ASIAN AND PACI,Sarah-F,2019,38,0.0014168530947054436,0.14615384615384616
Scarlett,Female,ASIAN AND PACI,Scarlett-F,2019,17,0.000633855331841909,0.10967741935483871
Selina,Female,ASIAN AND PACI,Selina-F,2019,10,0.0003728560775540641,1.0
Serena,Female,ASIAN AND PACI,Serena-F,2019,10,0.0003728560775540641,0.3333333333333333
Skylar,Female,ASIAN AND PACI,Skylar-F,2019,11,0.00041014168530947056,0.10377358490566038
Sofia,Female,ASIAN AND PACI,Sofia-F,2019,24,0.0008948545861297539,0.09411764705882353
Sophia,Female,ASIAN AND PACI,Sophia-F,2019,71,0.0026472781506338555,0.15955056179775282
Sophie,Female,ASIAN AND PACI,Sophie-F,2019,22,0.0008202833706189411,0.16923076923076924
Stella,Female,ASIAN AND PACI,Stella-F,2019,15,0.0005592841163310962,0.1744186046511628
Stephanie,Female,ASIAN AND PACI,Stephanie-F,2019,11,0.00041014168530947056,0.3235294117647059
Tenzin,Female,ASIAN AND PACI,Tenzin-F,2019,24,0.0008948545861297539,1.0
Vanessa,Female,ASIAN AND PACI,Vanessa-F,2019,10,0.0003728560775540641,0.35714285714285715
Vicky,Female,ASIAN AND PACI,Vicky-F,2019,10,0.0003728560775540641,1.0
Violet,Female,ASIAN AND PACI,Violet-F,2019,11,0.00041014168530947056,0.11458333333333333
Vivian,Female,ASIAN AND PACI,Vivian-F,2019,16,0.0005965697240865026,0.2711864406779661
Zahra,Female,ASIAN AND PACI,Zahra-F,2019,17,0.000633855331841909,1.0
Zainab,Female,ASIAN AND PACI,Zainab-F,2019,22,0.0008202833706189411,0.6285714285714286
Zara,Female,ASIAN AND PACI,Zara-F,2019,19,0.0007084265473527218,0.3333333333333333
Zoe,Female,ASIAN AND PACI,Zoe-F,2019,33,0.0012304250559284117,0.1375
Zoey,Female,ASIAN AND PACI,Zoey-F,2019,24,0.0008948545861297539,0.21428571428571427
Zoya,Female,ASIAN AND PACI,Zoya-F,2019,12,0.00044742729306487697,1.0
Aaliyah,Female,BLACK NON HISP,Aaliyah-F,2019,29,0.001081282624906786,0.38666666666666666
Abigail,Female,BLACK NON HISP,Abigail-F,2019,23,0.0008575689783743475,0.10952380952380952
Aicha,Female,BLACK NON HISP,Aicha-F,2019,15,0.0005592841163310962,1.0
Aisha,Female,BLACK NON HISP,Aisha-F,2019,26,0.0009694258016405667,0.45614035087719296
Alani,Female,BLACK NON HISP,Alani-F,2019,17,0.000633855331841909,0.5666666666666667
Alexis,Female,BLACK NON HISP,Alexis-F,2019,13,0.0004847129008202834,1.0
Aliyah,Female,BLACK NON HISP,Aliyah-F,2019,14,0.0005219985085756898,0.34146341463414637
Amani,Female,BLACK NON HISP,Amani-F,2019,10,0.0003728560775540641,1.0
Amara,Female,BLACK NON HISP,Amara-F,2019,15,0.0005592841163310962,0.3191489361702128
Amaya,Female,BLACK NON HISP,Amaya-F,2019,17,0.000633855331841909,0.19318181818181818
Amayah,Female,BLACK NON HISP,Amayah-F,2019,11,0.00041014168530947056,1.0
Amelia,Female,BLACK NON HISP,Amelia-F,2019,41,0.001528709917971663,0.13993174061433447
Amina,Female,BLACK NON HISP,Amina-F,2019,30,0.0011185682326621924,0.5
Aminata,Female,BLACK NON HISP,Aminata-F,2019,23,0.0008575689783743475,1.0
Amira,Female,BLACK NON HISP,Amira-F,2019,23,0.0008575689783743475,0.42592592592592593
Amirah,Female,BLACK NON HISP,Amirah-F,2019,13,0.0004847129008202834,1.0
Amiyah,Female,BLACK NON HISP,Amiyah-F,2019,20,0.0007457121551081282,1.0
Amora,Female,BLACK NON HISP,Amora-F,2019,15,0.0005592841163310962,1.0
Anaya,Female,BLACK NON HISP,Anaya-F,2019,12,0.00044742729306487697,0.35294117647058826
Aniyah,Female,BLACK NON HISP,Aniyah-F,2019,11,0.00041014168530947056,1.0
Aria,Female,BLACK NON HISP,Aria-F,2019,33,0.0012304250559284117,0.19760479041916168
Ariah,Female,BLACK NON HISP,Ariah-F,2019,22,0.0008202833706189411,1.0
Ariana,Female,BLACK NON HISP,Ariana-F,2019,18,0.0006711409395973154,0.12
Arianna,Female,BLACK NON HISP,Arianna-F,2019,12,0.00044742729306487697,0.1643835616438356
Ariel,Female,BLACK NON HISP,Ariel-F,2019,16,0.0005965697240865026,0.35555555555555557
Arielle,Female,BLACK NON HISP,Arielle-F,2019,18,0.0006711409395973154,1.0
Ariyah,Female,BLACK NON HISP,Ariyah-F,2019,10,0.0003728560775540641,1.0
Arya,Female,BLACK NON HISP,Arya-F,2019,17,0.000633855331841909,0.15315315315315314
Aubrey,Female,BLACK NON HISP,Aubrey-F,2019,15,0.0005592841163310962,0.3409090909090909
Aurora,Female,BLACK NON HISP,Aurora-F,2019,11,0.00041014168530947056,0.14473684210526316
Autumn,Female,BLACK NON HISP,Autumn-F,2019,24,0.0008948545861297539,0.4444444444444444
Ava,Female,BLACK NON HISP,Ava-F,2019,100,0.0037285607755406414,0.28653295128939826
Avery,Female,BLACK NON HISP,Avery-F,2019,16,0.0005965697240865026,0.11940298507462686
Bella,Female,BLACK NON HISP,Bella-F,2019,22,0.0008202833706189411,0.1506849315068493
Bintou,Female,BLACK NON HISP,Bintou-F,2019,14,0.0005219985085756898,1.0
Brianna,Female,BLACK NON HISP,Brianna-F,2019,11,0.00041014168530947056,0.171875
Brielle,Female,BLACK NON HISP,Brielle-F,2019,29,0.001081282624906786,0.5178571428571429
Cali,Female,BLACK NON HISP,Cali-F,2019,12,0.00044742729306487697,0.5217391304347826
Chelsea,Female,BLACK NON HISP,Chelsea-F,2019,11,0.00041014168530947056,1.0
Chloe,Female,BLACK NON HISP,Chloe-F,2019,34,0.001267710663683818,0.11724137931034483
Destiny,Female,BLACK NON HISP,Destiny-F,2019,17,0.000633855331841909,0.4857142857142857
Dior,Female,BLACK NON HISP,Dior-F,2019,15,0.0005592841163310962,1.0
Dream,Female,BLACK NON HISP,Dream-F,2019,16,0.0005965697240865026,1.0
Eden,Female,BLACK NON HISP,Eden-F,2019,10,0.0003728560775540641,0.35714285714285715
Egypt,Female,BLACK NON HISP,Egypt-F,2019,11,0.00041014168530947056,1.0
Eliana,Female,BLACK NON HISP,Eliana-F,2019,11,0.00041014168530947056,0.08461538461538462
Elizabeth,Female,BLACK NON HISP,Elizabeth-F,2019,12,0.00044742729306487697,0.0759493670886076
Ella,Female,BLACK NON HISP,Ella-F,2019,16,0.0005965697240865026,0.07920792079207921
Emily,Female,BLACK NON HISP,Emily-F,2019,13,0.0004847129008202834,0.050980392156862744
Emma,Female,BLACK NON HISP,Emma-F,2019,20,0.0007457121551081282,0.04081632653061224
Eva,Female,BLACK NON HISP,Eva-F,2019,12,0.00044742729306487697,0.09448818897637795
Faith,Female,BLACK NON HISP,Faith-F,2019,20,0.0007457121551081282,1.0
Fatima,Female,BLACK NON HISP,Fatima-F,2019,33,0.0012304250559284117,0.42857142857142855
Fatoumata,Female,BLACK NON HISP,Fatoumata-F,2019,35,0.0013049962714392245,1.0
Gabriella,Female,BLACK NON HISP,Gabriella-F,2019,19,0.0007084265473527218,0.16101694915254236
Gabrielle,Female,BLACK NON HISP,Gabrielle-F,2019,18,0.0006711409395973154,0.6
Genesis,Female,BLACK NON HISP,Genesis-F,2019,21,0.0007829977628635347,0.1926605504587156
Gia,Female,BLACK NON HISP,Gia-F,2019,10,0.0003728560775540641,0.5
Gianna,Female,BLACK NON HISP,Gianna-F,2019,22,0.0008202833706189411,0.21153846153846154
Grace,Female,BLACK NON HISP,Grace-F,2019,28,0.0010439970171513796,0.14736842105263157
Hailey,Female,BLACK NON HISP,Hailey-F,2019,13,0.0004847129008202834,0.09090909090909091
Hannah,Female,BLACK NON HISP,Hannah-F,2019,18,0.0006711409395973154,0.11180124223602485
Harmony,Female,BLACK NON HISP,Harmony-F,2019,23,0.0008575689783743475,1.0
Hawa,Female,BLACK NON HISP,Hawa-F,2019,10,0.0003728560775540641,1.0
Hope,Female,BLACK NON HISP,Hope-F,2019,13,0.0004847129008202834,1.0
Imani,Female,BLACK NON HISP,Imani-F,2019,16,0.0005965697240865026,1.0
Isabella,Female,BLACK NON HISP,Isabella-F,2019,38,0.0014168530947054436,0.09547738693467336
Isabelle,Female,BLACK NON HISP,Isabelle-F,2019,14,0.0005219985085756898,0.23333333333333334
Jada,Female,BLACK NON HISP,Jada-F,2019,11,0.00041014168530947056,1.0
Jade,Female,BLACK NON HISP,Jade-F,2019,20,0.0007457121551081282,0.2777777777777778
Jaliyah,Female,BLACK NON HISP,Jaliyah-F,2019,13,0.0004847129008202834,1.0
Janiyah,Female,BLACK NON HISP,Janiyah-F,2019,11,0.00041014168530947056,1.0
Jasmine,Female,BLACK NON HISP,Jasmine-F,2019,13,0.0004847129008202834,0.18309859154929578
Jayla,Female,BLACK NON HISP,Jayla-F,2019,19,0.0007084265473527218,0.5428571428571428
Jewel,Female,BLACK NON HISP,Jewel-F,2019,12,0.00044742729306487697,1.0
Jordyn,Female,BLACK NON HISP,Jordyn-F,2019,18,0.0006711409395973154,1.0
Journee,Female,BLACK NON HISP,Journee-F,2019,20,0.0007457121551081282,1.0
Journey,Female,BLACK NON HISP,Journey-F,2019,14,0.0005219985085756898,1.0
Kalani,Female,BLACK NON HISP,Kalani-F,2019,11,0.00041014168530947056,1.0
Kali,Female,BLACK NON HISP,Kali-F,2019,19,0.0007084265473527218,0.6551724137931034
Kamiyah,Female,BLACK NON HISP,Kamiyah-F,2019,10,0.0003728560775540641,1.0
Kayla,Female,BLACK NON HISP,Kayla-F,2019,24,0.0008948545861297539,0.20869565217391303
Kaylee,Female,BLACK NON HISP,Kaylee-F,2019,16,0.0005965697240865026,0.20512820512820512
Kehlani,Female,BLACK NON HISP,Kehlani-F,2019,24,0.0008948545861297539,0.6153846153846154
Kennedy,Female,BLACK NON HISP,Kennedy-F,2019,19,0.0007084265473527218,1.0
Kenzie,Female,BLACK NON HISP,Kenzie-F,2019,10,0.0003728560775540641,1.0
Khadija,Female,BLACK NON HISP,Khadija-F,2019,10,0.0003728560775540641,0.4
Khadijah,Female,BLACK NON HISP,Khadijah-F,2019,15,0.0005592841163310962,1.0
Khaleesi,Female,BLACK NON HISP,Khaleesi-F,2019,10,0.0003728560775540641,0.43478260869565216
Khloe,Female,BLACK NON HISP,Khloe-F,2019,17,0.000633855331841909,0.3695652173913043
Kimora,Female,BLACK NON HISP,Kimora-F,2019,15,0.0005592841163310962,1.0
Kori,Female,BLACK NON HISP,Kori-F,2019,12,0.00044742729306487697,1.0
Kylie,Female,BLACK NON HISP,Kylie-F,2019,25,0.0009321401938851603,0.3125
Laila,Female,BLACK NON HISP,Laila-F,2019,14,0.0005219985085756898,0.2857142857142857
Lauren,Female,BLACK NON HISP,Lauren-F,2019,11,0.00041014168530947056,0.4583333333333333
Lauryn,Female,BLACK NON HISP,Lauryn-F,2019,10,0.0003728560775540641,1.0
Layla,Female,BLACK NON HISP,Layla-F,2019,29,0.001081282624906786,0.20279720279720279
Leah,Female,BLACK NON HISP,Leah-F,2019,32,0.0011931394481730052,0.09014084507042254
Leila,Female,BLACK NON HISP,Leila-F,2019,15,0.0005592841163310962,0.3191489361702128
Leilani,Female,BLACK NON HISP,Leilani-F,2019,23,0.0008575689783743475,0.39655172413793105
London,Female,BLACK NON HISP,London-F,2019,20,0.0007457121551081282,0.5
Londyn,Female,BLACK NON HISP,Londyn-F,2019,12,0.00044742729306487697,1.0
Luna,Female,BLACK NON HISP,Luna-F,2019,12,0.00044742729306487697,0.05172413793103448
Lyric,Female,BLACK NON HISP,Lyric-F,2019,16,0.0005965697240865026,1.0
Mackenzie,Female,BLACK NON HISP,Mackenzie-F,2019,15,0.0005592841163310962,0.3409090909090909
Madison,Female,BLACK NON HISP,Madison-F,2019,59,0.0021998508575689782,0.3172043010752688
Makayla,Female,BLACK NON HISP,Makayla-F,2019,20,0.0007457121551081282,1.0
Malia,Female,BLACK NON HISP,Malia-F,2019,19,0.0007084265473527218,0.5588235294117647
Maliyah,Female,BLACK NON HISP,Maliyah-F,2019,18,0.0006711409395973154,1.0
Mariam,Female,BLACK NON HISP,Mariam-F,2019,30,0.0011185682326621924,0.46875
Mariama,Female,BLACK NON HISP,Mariama-F,2019,15,0.0005592841163310962,1.0
Maryam,Female,BLACK NON HISP,Maryam-F,2019,12,0.00044742729306487697,0.18461538461538463
Maya,Female,BLACK NON HISP,Maya-F,2019,15,0.0005592841163310962,0.0847457627118644
Mckenzie,Female,BLACK NON HISP,Mckenzie-F,2019,11,0.00041014168530947056,1.0
Melanie,Female,BLACK NON HISP,Melanie-F,2019,14,0.0005219985085756898,0.2028985507246377
Melody,Female,BLACK NON HISP,Melody-F,2019,31,0.0011558538404175989,0.41333333333333333
Mia,Female,BLACK NON HISP,Mia-F,2019,29,0.001081282624906786,0.06666666666666667
Michelle,Female,BLACK NON HISP,Michelle-F,2019,14,0.0005219985085756898,0.2028985507246377
Milan,Female,BLACK NON HISP,Milan-F,2019,15,0.0005592841163310962,1.0
Milani,Female,BLACK NON HISP,Milani-F,2019,14,0.0005219985085756898,0.5833333333333334
Miracle,Female,BLACK NON HISP,Miracle-F,2019,25,0.0009321401938851603,0.6944444444444444
Morgan,Female,BLACK NON HISP,Morgan-F,2019,11,0.00041014168530947056,0.4583333333333333
Mya,Female,BLACK NON HISP,Mya-F,2019,20,0.0007457121551081282,0.5882352941176471
Nailah,Female,BLACK NON HISP,Nailah-F,2019,10,0.0003728560775540641,1.0
Nala,Female,BLACK NON HISP,Nala-F,2019,10,0.0003728560775540641,1.0
Naomi,Female,BLACK NON HISP,Naomi-F,2019,23,0.0008575689783743475,0.22330097087378642
Nevaeh,Female,BLACK NON HISP,Nevaeh-F,2019,22,0.0008202833706189411,1.0
Nia,Female,BLACK NON HISP,Nia-F,2019,12,0.00044742729306487697,1.0
Nova,Female,BLACK NON HISP,Nova-F,2019,30,0.0011185682326621924,0.45454545454545453
Nyla,Female,BLACK NON HISP,Nyla-F,2019,27,0.0010067114093959733,0.627906976744186
Nylah,Female,BLACK NON HISP,Nylah-F,2019,19,0.0007084265473527218,0.5588235294117647
Olivia,Female,BLACK NON HISP,Olivia-F,2019,40,0.0014914243102162564,0.08888888888888889
Oumou,Female,BLACK NON HISP,Oumou-F,2019,10,0.0003728560775540641,1.0
Paige,Female,BLACK NON HISP,Paige-F,2019,18,0.0006711409395973154,0.5142857142857142
Paris,Female,BLACK NON HISP,Paris-F,2019,17,0.000633855331841909,1.0
Peyton,Female,BLACK NON HISP,Peyton-F,2019,18,0.0006711409395973154,0.6206896551724138
Phoenix,Female,BLACK NON HISP,Phoenix-F,2019,22,0.0008202833706189411,1.0
Reign,Female,BLACK NON HISP,Reign-F,2019,24,0.0008948545861297539,1.0
Riley,Female,BLACK NON HISP,Riley-F,2019,47,0.0017524235645041014,0.2865853658536585
Royal,Female,BLACK NON HISP,Royal-F,2019,10,0.0003728560775540641,1.0
Royalty,Female,BLACK NON HISP,Royalty-F,2019,15,0.0005592841163310962,1.0
Ryan,Female,BLACK NON HISP,Ryan-F,2019,15,0.0005592841163310962,1.0
Rylee,Female,BLACK NON HISP,Rylee-F,2019,20,0.0007457121551081282,0.6451612903225806
Sage,Female,BLACK NON HISP,Sage-F,2019,14,0.0005219985085756898,1.0
Sanai,Female,BLACK NON HISP,Sanai-F,2019,10,0.0003728560775540641,1.0
Sapphire,Female,BLACK NON HISP,Sapphire-F,2019,11,0.00041014168530947056,1.0
Sarah,Female,BLACK NON HISP,Sarah-F,2019,15,0.0005592841163310962,0.057692307692307696
Sarai,Female,BLACK NON HISP,Sarai-F,2019,17,0.000633855331841909,0.40476190476190477
Sariyah,Female,BLACK NON HISP,Sariyah-F,2019,10,0.0003728560775540641,1.0
Savannah,Female,BLACK NON HISP,Savannah-F,2019,24,0.0008948545861297539,0.34285714285714286
Serenity,Female,BLACK NON HISP,Serenity-F,2019,35,0.0013049962714392245,0.5737704918032787
Sevyn,Female,BLACK NON HISP,Sevyn-F,2019,10,0.0003728560775540641,1.0
Shiloh,Female,BLACK NON HISP,Shiloh-F,2019,14,0.0005219985085756898,1.0
Sienna,Female,BLACK NON HISP,Sienna-F,2019,17,0.000633855331841909,0.19318181818181818
Skylah,Female,BLACK NON HISP,Skylah-F,2019,12,0.00044742729306487697,1.0
Skylar,Female,BLACK NON HISP,Skylar-F,2019,50,0.0018642803877703207,0.4716981132075472
Sophia,Female,BLACK NON HISP,Sophia-F,2019,27,0.0010067114093959733,0.060674157303370786
Summer,Female,BLACK NON HISP,Summer-F,2019,19,0.0007084265473527218,0.38
Taylor,Female,BLACK NON HISP,Taylor-F,2019,22,0.0008202833706189411,1.0
Tori,Female,BLACK NON HISP,Tori-F,2019,11,0.00041014168530947056,1.0
Trinity,Female,BLACK NON HISP,Trinity-F,2019,13,0.0004847129008202834,1.0
Victoria,Female,BLACK NON HISP,Victoria-F,2019,19,0.0007084265473527218,0.09359605911330049
Winter,Female,BLACK NON HISP,Winter-F,2019,14,0.0005219985085756898,1.0
Wynter,Female,BLACK NON HISP,Wynter-F,2019,25,0.0009321401938851603,1.0
Zainab,Female,BLACK NON HISP,Zainab-F,2019,13,0.0004847129008202834,0.37142857142857144
Zara,Female,BLACK NON HISP,Zara-F,2019,11,0.00041014168530947056,0.19298245614035087
Zariah,Female,BLACK NON HISP,Zariah-F,2019,10,0.0003728560775540641,1.0
Zhuri,Female,BLACK NON HISP,Zhuri-F,2019,10,0.0003728560775540641,1.0
Zoe,Female,BLACK NON HISP,Zoe-F,2019,23,0.0008575689783743475,0.09583333333333334
Zoey,Female,BLACK NON HISP,Zoey-F,2019,35,0.0013049962714392245,0.3125
Zora,Female,BLACK NON HISP,Zora-F,2019,11,0.00041014168530947056,1.0
Zuri,Female,BLACK NON HISP,Zuri-F,2019,39,0.0014541387024608501,0.7647058823529411
Aaliyah,Female,HISPANIC,Aaliyah-F,2019,35,0.0013049962714392245,0.4666666666666667
Abby,Female,HISPANIC,Abby-F,2019,10,0.0003728560775540641,0.4166666666666667
Abigail,Female,HISPANIC,Abigail-F,2019,86,0.0032065622669649515,0.4095238095238095
Adele,Female,HISPANIC,Adele-F,2019,10,0.0003728560775540641,0.25
Adeline,Female,HISPANIC,Adeline-F,2019,13,0.0004847129008202834,0.3611111111111111
Adelynn,Female,HISPANIC,Adelynn-F,2019,11,0.00041014168530947056,1.0
Adriana,Female,HISPANIC,Adriana-F,2019,21,0.0007829977628635347,0.5121951219512195
Ailani,Female,HISPANIC,Ailani-F,2019,11,0.00041014168530947056,1.0
Aileen,Female,HISPANIC,Aileen-F,2019,12,0.00044742729306487697,1.0
Alahia,Female,HISPANIC,Alahia-F,2019,10,0.0003728560775540641,1.0
Alaia,Female,HISPANIC,Alaia-F,2019,94,0.0035048471290082027,1.0
Alana,Female,HISPANIC,Alana-F,2019,21,0.0007829977628635347,1.0
Alani,Female,HISPANIC,Alani-F,2019,13,0.0004847129008202834,0.43333333333333335
Alanna,Female,HISPANIC,Alanna-F,2019,14,0.0005219985085756898,1.0
Alayna,Female,HISPANIC,Alayna-F,2019,12,0.00044742729306487697,0.5454545454545454
Aleah,Female,HISPANIC,Aleah-F,2019,19,0.0007084265473527218,1.0
Alessia,Female,HISPANIC,Alessia-F,2019,16,0.0005965697240865026,0.35555555555555557
Alexa,Female,HISPANIC,Alexa-F,2019,45,0.0016778523489932886,1.0
Alexandra,Female,HISPANIC,Alexandra-F,2019,24,0.0008948545861297539,0.21818181818181817
Alia,Female,HISPANIC,Alia-F,2019,16,0.0005965697240865026,1.0
Alice,Female,HISPANIC,Alice-F,2019,27,0.0010067114093959733,0.3
Alicia,Female,HISPANIC,Alicia-F,2019,11,0.00041014168530947056,1.0
Alina,Female,HISPANIC,Alina-F,2019,25,0.0009321401938851603,0.4098360655737705
Alison,Female,HISPANIC,Alison-F,2019,30,0.0011185682326621924,1.0
Aliyah,Female,HISPANIC,Aliyah-F,2019,27,0.0010067114093959733,0.6585365853658537
Allison,Female,HISPANIC,Allison-F,2019,54,0.0020134228187919465,0.6835443037974683
Alma,Female,HISPANIC,Alma-F,2019,15,0.0005592841163310962,0.4166666666666667
Alondra,Female,HISPANIC,Alondra-F,2019,15,0.0005592841163310962,1.0
Alyssa,Female,HISPANIC,Alyssa-F,2019,22,0.0008202833706189411,0.36065573770491804
Amaia,Female,HISPANIC,Amaia-F,2019,36,0.0013422818791946308,1.0
Amalia,Female,HISPANIC,Amalia-F,2019,35,0.0013049962714392245,1.0
Amanda,Female,HISPANIC,Amanda-F,2019,24,0.0008948545861297539,1.0
Amara,Female,HISPANIC,Amara-F,2019,12,0.00044742729306487697,0.2553191489361702
Amaya,Female,HISPANIC,Amaya-F,2019,50,0.0018642803877703207,0.5681818181818182
Amber,Female,HISPANIC,Amber-F,2019,16,0.0005965697240865026,1.0
Amelia,Female,HISPANIC,Amelia-F,2019,99,0.003691275167785235,0.3378839590443686
Amira,Female,HISPANIC,Amira-F,2019,16,0.0005965697240865026,0.2962962962962963
Amy,Female,HISPANIC,Amy-F,2019,50,0.0018642803877703207,0.7692307692307693
Ana,Female,HISPANIC,Ana-F,2019,37,0.0013795674869500373,0.7115384615384616
Analia,Female,HISPANIC,Analia-F,2019,13,0.0004847129008202834,1.0
Anastasia,Female,HISPANIC,Anastasia-F,2019,16,0.0005965697240865026,0.4444444444444444
Andrea,Female,HISPANIC,Andrea-F,2019,33,0.0012304250559284117,1.0
